query_id,question,schema,query
83,"Find id of candidates whose assessment code is ""Pass""?","{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT candidate_id FROM candidate_assessments WHERE asessment_outcome_code = ""Pass"""
84,What are the ids of the candidates that have an outcome code of Pass?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT candidate_id 
FROM candidate_assessments 
WHERE asessment_outcome_code = 'Pass'"
85,"Find the cell mobile number of the candidates whose assessment code is ""Fail""?","{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT people.cell_mobile_number
FROM people
JOIN candidate_assessments ON people.person_id = candidate_assessments.candidate_id
WHERE candidate_assessments.asessment_outcome_code = ""Fail"""
86,"What are the cell phone numbers of the candidates that received an assessment code of ""Fail""?","{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT people.""cell mobile number""
FROM people
JOIN candidate_assessments ON people.""person id"" = candidate_assessments.""candidate id""
WHERE candidate_assessments.""asessment outcome code"" = 'Fail'"
87,What are the id of students who registered course 301?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}",SELECT student_id FROM student_course_registrations WHERE course_id = 301
88,What are the ids of the students who registered for course 301?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}",SELECT student_id FROM student_course_registrations WHERE course_id = 301
89,What is the id of the student who most recently registered course 301?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT student_id 
FROM student_course_registrations 
WHERE course_id = 301 
ORDER BY registration_date DESC 
LIMIT 1"
90,What are the ids of the students who registered for course 301 most recently?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}","SELECT student_id 
FROM student_course_registrations 
WHERE course_id = 301 
ORDER BY registration_date DESC"
91,Find distinct cities of addresses of people?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}",SELECT DISTINCT city FROM addresses WHERE address_id IN (SELECT address_id FROM people_addresses)
92,What are the different cities where people live?,"{'column_names': [[-1, '*'], [0, 'address id'], [0, 'line 1'], [0, 'line 2'], [0, 'city'], [0, 'zip postcode'], [0, 'state province county'], [0, 'country'], [1, 'person id'], [1, 'first name'], [1, 'middle name'], [1, 'last name'], [1, 'cell mobile number'], [1, 'email address'], [1, 'login name'], [1, 'password'], [2, 'student id'], [2, 'student details'], [3, 'course id'], [3, 'course name'], [3, 'course description'], [3, 'other details'], [4, 'person address id'], [4, 'person id'], [4, 'address id'], [4, 'date from'], [4, 'date to'], [5, 'student id'], [5, 'course id'], [5, 'registration date'], [6, 'student id'], [6, 'course id'], [6, 'date of attendance'], [7, 'candidate id'], [7, 'candidate details'], [8, 'candidate id'], [8, 'qualification'], [8, 'assessment date'], [8, 'asessment outcome code']], 'column_names_original': [[-1, '*'], [0, 'address_id'], [0, 'line_1'], [0, 'line_2'], [0, 'city'], [0, 'zip_postcode'], [0, 'state_province_county'], [0, 'country'], [1, 'person_id'], [1, 'first_name'], [1, 'middle_name'], [1, 'last_name'], [1, 'cell_mobile_number'], [1, 'email_address'], [1, 'login_name'], [1, 'password'], [2, 'student_id'], [2, 'student_details'], [3, 'course_id'], [3, 'course_name'], [3, 'course_description'], [3, 'other_details'], [4, 'person_address_id'], [4, 'person_id'], [4, 'address_id'], [4, 'date_from'], [4, 'date_to'], [5, 'student_id'], [5, 'course_id'], [5, 'registration_date'], [6, 'student_id'], [6, 'course_id'], [6, 'date_of_attendance'], [7, 'candidate_id'], [7, 'candidate_details'], [8, 'candidate_id'], [8, 'qualification'], [8, 'assessment_date'], [8, 'asessment_outcome_code']], 'column_types': ['text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'text', 'text', 'number', 'text', 'text', 'text', 'text', 'text', 'number', 'number', 'number', 'time', 'time', 'number', 'number', 'time', 'number', 'number', 'time', 'number', 'text', 'number', 'text', 'time', 'text'], 'db_id': 'student_assessment', 'foreign_keys': [[16, 8], [24, 1], [23, 8], [28, 18], [27, 16], [30, 27], [31, 28], [33, 8], [35, 33]], 'primary_keys': [1, 8, 16, 18, 22, 27, 30, 33, 35], 'table_names': ['addresses', 'people', 'students', 'courses', 'people addresses', 'student course registrations', 'student course attendance', 'candidates', 'candidate assessments'], 'table_names_original': ['Addresses', 'People', 'Students', 'Courses', 'People_Addresses', 'Student_Course_Registrations', 'Student_Course_Attendance', 'Candidates', 'Candidate_Assessments']}",SELECT DISTINCT city FROM addresses
